pollinator_species,plant_family,plant_species,location_name,date,ecosystem
Halictus_confusus,Caryophyllaceae,Cerastium_glomeratum,OM,6/3/2013,Restored Hedgerows
Lasioglossum_zonulum,Caryophyllaceae,Cerastium_glomeratum,OM,6/3/2013,Restored Hedgerows
Halictus_confusus,Crassulaceae,Sedum,OM,6/3/2013,Restored Hedgerows
Andrena_saccata,Rosaceae,Spiraea,OM,6/3/2013,Restored Hedgerows
Lasioglossum_sp_6,Rosaceae,Spiraea,OM,6/3/2013,Restored Hedgerows
Bombus_flavifrons,Fabaceae,Lupinus_arcticus,BBB,5/24/2013,Restored Hedgerows
Bombus_mixtus,Fabaceae,Lupinus_arcticus,BBB,5/24/2013,Restored Hedgerows
Bombus_flavifrons,Fabaceae,Lupinus_arcticus,BBB,5/24/2013,Restored Hedgerows
Bombus_mixtus,Fabaceae,Lupinus_arcticus,BBB,5/24/2013,Restored Hedgerows
Bombus_mixtus,Fabaceae,Lupinus_arcticus,BBB,5/24/2013,Restored Hedgerows
Bombus_mixtus,Fabaceae,Lupinus_arcticus,BBB,5/24/2013,Restored Hedgerows
Apis_mellifera,Fabaceae,Cytisus_scoparius,BBB,5/24/2013,Restored Hedgerows
Bombus_melanopygus,Fabaceae,Cytisus_scoparius,BBB,5/24/2013,Restored Hedgerows
Apis_mellifera,Fabaceae,Cytisus_scoparius,BBB,5/24/2013,Restored Hedgerows
Apis_mellifera,Fabaceae,Cytisus_scoparius,BBB,5/24/2013,Restored Hedgerows
Apis_mellifera,Rosaceae,Rosa_nutkana,DP,6/10/2013,Restored Hedgerows
Apis_mellifera,Rosaceae,Rosa_nutkana,DP,6/10/2013,Restored Hedgerows
Apis_mellifera,Rosaceae,Rosa_nutkana,DP,6/10/2013,Restored Hedgerows
Apis_mellifera,Rosaceae,Rosa_nutkana,DP,6/10/2013,Restored Hedgerows
Apis_mellifera,Rosaceae,Rosa_nutkana,DP,6/10/2013,Restored Hedgerows
Apis_mellifera,Rosaceae,Rosa_nutkana,DP,6/10/2013,Restored Hedgerows
Apis_mellifera,Rosaceae,Rosa_nutkana,DP,6/10/2013,Restored Hedgerows
Apis_mellifera,Rosaceae,Rosa_nutkana,DP,6/10/2013,Restored Hedgerows
Apis_mellifera,Rosaceae,Rosa_nutkana,DP,6/10/2013,Restored Hedgerows
Apis_mellifera,Rosaceae,Rosa_nutkana,DP,6/10/2013,Restored Hedgerows
Lasioglossum_zonulum,Rosaceae,Rosa_nutkana,DP,6/10/2013,Restored Hedgerows
Apis_mellifera,Rosaceae,Rosa_nutkana,DP,6/10/2013,Restored Hedgerows
Apis_mellifera,Rosaceae,Rosa_nutkana,DP,6/10/2013,Restored Hedgerows
Apis_mellifera,Rosaceae,Rosa_nutkana,DP,6/10/2013,Restored Hedgerows
Apis_mellifera,Rosaceae,Rosa_nutkana,DP,6/10/2013,Restored Hedgerows
Apis_mellifera,Rosaceae,Rosa_nutkana,DP,6/10/2013,Restored Hedgerows
Apis_mellifera,Rosaceae,Rosa_nutkana,DP,6/10/2013,Restored Hedgerows
Apis_mellifera,Rosaceae,Rosa_nutkana,DP,6/10/2013,Restored Hedgerows
Bombus_flavifrons,Rosaceae,Rosa_nutkana,DP,6/10/2013,Restored Hedgerows
Apis_mellifera,Rosaceae,Rosa_nutkana,DP,6/10/2013,Restored Hedgerows
Apis_mellifera,Rosaceae,Rosa_nutkana,DP,6/10/2013,Restored Hedgerows
Apis_mellifera,Rosaceae,Rosa_nutkana,DP,6/10/2013,Restored Hedgerows
Bombus_mixtus,Rosaceae,Spirea_douglasii_ssp_Douglasii,DP,6/10/2013,Restored Hedgerows
Apis_mellifera,Rosaceae,Spirea_douglasii_ssp_Douglasii,DP,6/10/2013,Restored Hedgerows
Apis_mellifera,Rosaceae,Spirea_douglasii_ssp_Douglasii,DP,6/10/2013,Restored Hedgerows
Apis_mellifera,Rosaceae,Spirea_douglasii_ssp_Douglasii,DP,6/10/2013,Restored Hedgerows
Apis_mellifera,Rosaceae,Spirea_douglasii_ssp_Douglasii,DP,6/10/2013,Restored Hedgerows
Apis_mellifera,Rosaceae,Rubus_discolor,DP,6/10/2013,Restored Hedgerows
Apis_mellifera,Rosaceae,Rubus_discolor,DP,6/10/2013,Restored Hedgerows
Bombus_mixtus,Rosaceae,Rubus_discolor,DP,6/10/2013,Restored Hedgerows
Apis_mellifera,Rosaceae,Rubus_discolor,DP,6/10/2013,Restored Hedgerows
Bombus_mixtus,Rosaceae,Rubus_discolor,DP,6/10/2013,Restored Hedgerows
Bombus_mixtus,Rosaceae,Rubus_discolor,DP,6/10/2013,Restored Hedgerows
Apis_mellifera,Rosaceae,Rubus_discolor,DP,6/10/2013,Restored Hedgerows
Apis_mellifera,Rosaceae,Rubus_discolor,DP,6/10/2013,Restored Hedgerows
Bombus_mixtus,Fabaceae,Vicia_sativa,BBO,6/10/2013,Restored Hedgerows
Osmia_hurdi,Fabaceae,Trifolium_repens,BBO,6/10/2013,Restored Hedgerows
Osmia_hurdi,Fabaceae,Trifolium_repens,BBO,6/10/2013,Restored Hedgerows
Apis_mellifera,Fabaceae,Trifolium_repens,BBO,6/10/2013,Restored Hedgerows
Apis_mellifera,Fabaceae,Trifolium_repens,BBO,6/10/2013,Restored Hedgerows
Bombus_flavifrons,Fabaceae,Lupinus_arcticus,BBB,6/10/2013,Restored Hedgerows
Bombus_flavifrons,Fabaceae,Lupinus_arcticus,BBB,6/10/2013,Restored Hedgerows
Bombus_flavifrons,Fabaceae,Lupinus_arcticus,BBB,6/10/2013,Restored Hedgerows
Bombus_mixtus,Fabaceae,Lupinus_arcticus,BBB,6/10/2013,Restored Hedgerows
Megachile_melanophaea,Fabaceae,Lupinus_arcticus,BBB,6/10/2013,Restored Hedgerows
Bombus_flavifrons,Fabaceae,Lupinus_arcticus,BBB,6/10/2013,Restored Hedgerows
Bombus_flavifrons,Fabaceae,Lupinus_arcticus,BBB,6/10/2013,Restored Hedgerows
Bombus_melanopygus,Fabaceae,Lupinus_arcticus,BBB,6/10/2013,Restored Hedgerows
Bombus_flavifrons,Fabaceae,Lupinus_arcticus,BBB,6/10/2013,Restored Hedgerows
Bombus_flavifrons,Fabaceae,Lupinus_arcticus,BBB,6/10/2013,Restored Hedgerows
Megachile_melanophaea,Fabaceae,Lupinus_arcticus,BBB,6/10/2013,Restored Hedgerows
Megachile_melanophaea,Fabaceae,Lupinus_arcticus,BBB,6/10/2013,Restored Hedgerows
Bombus_flavifrons,Fabaceae,Lupinus_arcticus,BBB,6/10/2013,Restored Hedgerows
Bombus_mixtus,Fabaceae,Lupinus_arcticus,BBB,6/10/2013,Restored Hedgerows
Bombus_vosnesenskii,Fabaceae,Lupinus_arcticus,BBB,6/10/2013,Restored Hedgerows
Osmia_albolateralis,Fabaceae,Lupinus_arcticus,BBB,6/10/2013,Restored Hedgerows
Bombus_flavifrons,Fabaceae,Lupinus_arcticus,BBB,6/10/2013,Restored Hedgerows
Megachile_melanophaea,Fabaceae,Lupinus_arcticus,BBB,6/10/2013,Restored Hedgerows
Megachile_melanophaea,Fabaceae,Lupinus_arcticus,BBB,6/10/2013,Restored Hedgerows
Colletes_kincaidii,Fabaceae,Lupinus_arcticus,BBB,6/10/2013,Restored Hedgerows
Bombus_mixtus,Fabaceae,Lupinus_arcticus,BBB,6/10/2013,Restored Hedgerows
Apis_mellifera,Fabaceae,Lupinus_arcticus,BBB,6/10/2013,Restored Hedgerows
Bombus_mixtus,Fabaceae,Lupinus_arcticus,BBB,6/10/2013,Restored Hedgerows
Ceratina_acantha,Ranunculaceae,Ranunculus_repens,BBB,6/10/2013,Restored Hedgerows
Apis_mellifera,Caprifoliaceae,Symphoricarpos_albus,BBB,6/10/2013,Restored Hedgerows
Bombus_mixtus,Caprifoliaceae,Symphoricarpos_albus,BBB,6/10/2013,Restored Hedgerows
Bombus_mixtus,Caprifoliaceae,Symphoricarpos_albus,BBB,6/10/2013,Restored Hedgerows
Anthophora_terminalis,Fabaceae,Vicia_sativa,BBB,6/10/2013,Restored Hedgerows
Osmia_bucephala,Fabaceae,Lathyrus_palustris,BBB,6/10/2013,Restored Hedgerows
Apis_mellifera,Fabaceae,Trifolium_pratens,BBO,6/10/2013,Restored Hedgerows
Bombus_flavifrons,Fabaceae,Trifolium_pratens,BBO,6/10/2013,Restored Hedgerows
Bombus_mixtus,Fabaceae,Vicia_sativa,BBO,6/10/2013,Restored Hedgerows
Lasioglossum_zonulum,Fabaceae,Vicia_sativa,BBO,6/10/2013,Restored Hedgerows
Bombus_mixtus,Fabaceae,Vicia_hirsuta,BBO,6/10/2013,Restored Hedgerows
Bombus_mixtus,Fabaceae,Vicia_hirsuta,BBO,6/10/2013,Restored Hedgerows
Bombus_mixtus,Boraginaceae,Symphytum_sp,DP,6/10/2013,Restored Hedgerows
Eumerus_narcissi,Rosaceae,Rubus_parviflora,DP,6/10/2013,Restored Hedgerows
Bombus_impatiens,Rosaceae,Rosa_nutkana,DP,6/10/2013,Restored Hedgerows
Bombus_mixtus,Rosaceae,Rosa_nutkana,DP,6/10/2013,Restored Hedgerows
Apis_mellifera,Rosaceae,Rosa_nutkana,DP,6/10/2013,Restored Hedgerows
Apis_mellifera,Rosaceae,Rosa_nutkana,DP,6/10/2013,Restored Hedgerows
Apis_mellifera,Rosaceae,Rosa_nutkana,DP,6/10/2013,Restored Hedgerows
Bombus_mixtus,Rosaceae,Rosa_nutkana,DP,6/10/2013,Restored Hedgerows
Apis_mellifera,Rosaceae,Rosa_nutkana,DP,6/10/2013,Restored Hedgerows
Bombus_impatiens,Rosaceae,Rosa_nutkana,DP,6/10/2013,Restored Hedgerows
Apis_mellifera,Rosaceae,Rosa_nutkana,DP,6/10/2013,Restored Hedgerows
Apis_mellifera,Rosaceae,Rosa_nutkana,DP,6/10/2013,Restored Hedgerows
Apis_mellifera,Rosaceae,Rubus_discolor,DP,6/10/2013,Restored Hedgerows
Apis_mellifera,Rosaceae,Rubus_discolor,DP,6/10/2013,Restored Hedgerows
Apis_mellifera,Rosaceae,Rubus_discolor,DP,6/10/2013,Restored Hedgerows
Apis_mellifera,Rosaceae,Rubus_discolor,DP,6/10/2013,Restored Hedgerows
Apis_mellifera,Rosaceae,Rubus_discolor,DP,6/10/2013,Restored Hedgerows
Apis_mellifera,Rosaceae,Rubus_discolor,DP,6/10/2013,Restored Hedgerows
Ceratina_acantha,Rosaceae,Rubus_discolor,DP,6/10/2013,Restored Hedgerows
Apis_mellifera,Rosaceae,Rubus_discolor,DP,6/10/2013,Restored Hedgerows
Apis_mellifera,Rosaceae,Rubus_discolor,DP,6/10/2013,Restored Hedgerows
Apis_mellifera,Rosaceae,Rubus_discolor,DP,6/10/2013,Restored Hedgerows
Apis_mellifera,Rosaceae,Rubus_discolor,DP,6/10/2013,Restored Hedgerows
Apis_mellifera,Rosaceae,Rubus_discolor,DP,6/10/2013,Restored Hedgerows
Apis_mellifera,Rosaceae,Spirea_douglasii_ssp_Douglasii,DP,6/10/2013,Restored Hedgerows
Apis_mellifera,Rosaceae,Spirea_douglasii_ssp_Douglasii,DP,6/10/2013,Restored Hedgerows
Apis_mellifera,Cornaceae,Cornus_stolonifera,DP,6/10/2013,Restored Hedgerows
Bombus_mixtus,Boraginaceae,Symphytum_sp,DP,6/10/2013,Restored Hedgerows
Bombus_mixtus,Boraginaceae,Symphytum_sp,DP,6/10/2013,Restored Hedgerows
Bombus_mixtus,Boraginaceae,Symphytum_sp,DP,6/10/2013,Restored Hedgerows
Anthophora_terminalis,Fabaceae,Trifolium_pratens,BBO,6/10/2013,Restored Hedgerows
Apis_mellifera,Fabaceae,Trifolium_pratens,BBO,6/10/2013,Restored Hedgerows
Bombus_flavifrons,Rosaceae,Rosa_nutkana,BBB,6/10/2013,Restored Hedgerows
Andrena_candida,Asteraceae,Senecio_sylvaticus,BBB,6/10/2013,Restored Hedgerows
Ceratina_acantha,Asteraceae,Senecio_sylvaticus,BBB,6/10/2013,Restored Hedgerows
Andrena_nigrocaerulea,Asteraceae,Senecio_sylvaticus,BBB,6/10/2013,Restored Hedgerows
Bombus_mixtus,Caprifoliaceae,Symphoricarpos_albus,BBB,6/10/2013,Restored Hedgerows
Bombus_mixtus,Caprifoliaceae,Symphoricarpos_albus,BBB,6/10/2013,Restored Hedgerows
Bombus_mixtus,Caprifoliaceae,Symphoricarpos_albus,BBB,6/10/2013,Restored Hedgerows
Bombus_mixtus,Caprifoliaceae,Symphoricarpos_albus,BBB,6/10/2013,Restored Hedgerows
Bombus_mixtus,Caprifoliaceae,Symphoricarpos_albus,BBB,6/10/2013,Restored Hedgerows
Bombus_mixtus,Caprifoliaceae,Symphoricarpos_albus,BBB,6/10/2013,Restored Hedgerows
Bombus_mixtus,Caprifoliaceae,Symphoricarpos_albus,BBB,6/10/2013,Restored Hedgerows
Polistes_gallica,Caprifoliaceae,Symphoricarpos_albus,BBB,6/10/2013,Restored Hedgerows
Sphaerophoria_sulphuripes,Rosaceae,Fragaria_chiloensis,BBB,6/10/2013,Restored Hedgerows
Lasioglossum_laevissimum,Rosaceae,Rosa_nutkana,BBB,6/10/2013,Restored Hedgerows
Ceratina_acantha,Ranunculaceae,Ranunculus_repens,BBB,6/10/2013,Restored Hedgerows
Osmia_odontogaster,Ranunculaceae,Ranunculus_repens,BBB,6/10/2013,Restored Hedgerows
Apis_mellifera,Rosaceae,Rubus_laciniatus,DP,6/10/2013,Restored Hedgerows
Apis_mellifera,Rosaceae,Rubus_laciniatus,DP,6/10/2013,Restored Hedgerows
Apis_mellifera,Rosaceae,Rubus_laciniatus,DP,6/10/2013,Restored Hedgerows
Apis_mellifera,Rosaceae,Rubus_laciniatus,DP,6/10/2013,Restored Hedgerows
Apis_mellifera,Rosaceae,Rubus_laciniatus,DP,6/10/2013,Restored Hedgerows
Ceratina_acantha,Rosaceae,Rubus_discolor,BBO,6/10/2013,Restored Hedgerows
Lasioglossum_villosulum,Asteraceae,Hypochaeris_radicata,BBO,6/10/2013,Restored Hedgerows
Lasioglossum_zonulum,Caryophyllaceae,Stellaria_graminea,OM,6/16/2013,Restored Hedgerows
Halictus_rubicundus,Caryophyllaceae,Stellaria_graminea,OM,6/16/2013,Restored Hedgerows
Apis_mellifera,Caryophyllaceae,Stellaria_graminea,OM,6/16/2013,Restored Hedgerows
Bombus_mixtus,Caryophyllaceae,Stellaria_graminea,OM,6/16/2013,Restored Hedgerows
Halictus_confusus,Asteraceae,Hypochaeris_radicata,OM,6/16/2013,Restored Hedgerows
Bombus_flavifrons,Plantaginaceae,Digitalis_purpurea,OM,6/16/2013,Restored Hedgerows
Bombus_flavifrons,Ericaceae,Gaultheria_shallon,OM,6/16/2013,Restored Hedgerows
Lasioglossum_villosulum,Asteraceae,Hypochaeris_radicata,LSCR,6/15/2013,Restored Hedgerows
Lasioglossum_villosulum,Asteraceae,Hypochaeris_radicata,LSCR,6/15/2013,Restored Hedgerows
Lasioglossum_villosulum,Asteraceae,Hypochaeris_radicata,LSCR,6/15/2013,Restored Hedgerows
Lasioglossum_villosulum,Asteraceae,Hypochaeris_radicata,LSCR,6/15/2013,Restored Hedgerows
Lasioglossum_villosulum,Asteraceae,Hypochaeris_radicata,LSCR,6/15/2013,Restored Hedgerows
Lasioglossum_villosulum,Asteraceae,Hypochaeris_radicata,LSCR,6/15/2013,Restored Hedgerows
Bombus_mixtus,Fabaceae,Trifolium_repens,LSCR,6/15/2013,Restored Hedgerows
Apis_mellifera,Fabaceae,Trifolium_repens,LSCR,6/15/2013,Restored Hedgerows
Apis_mellifera,Fabaceae,Trifolium_repens,LSCR,6/15/2013,Restored Hedgerows
Halictus_confusus,Ranunculaceae,Ranunculus_repens,PSC,6/16/2013,Restored Hedgerows
Bombus_mixtus,Rosaceae,Rubus_discolor,PSC,6/16/2013,Restored Hedgerows
Bombus_melanopygus,Rosaceae,Rubus_discolor,PSC,6/16/2013,Restored Hedgerows
Halictus_rubicundus,Rosaceae,Rubus_discolor,PSC,6/16/2013,Restored Hedgerows
Apis_mellifera,Rosaceae,Rubus_discolor,PSC,6/16/2013,Restored Hedgerows
Bombus_flavifrons,Rosaceae,Rubus_discolor,PSC,6/16/2013,Restored Hedgerows
Bombus_melanopygus,Rosaceae,Rubus_discolor,PSC,6/16/2013,Restored Hedgerows
Lasioglossum_pacatum,Rosaceae,Rubus_discolor,PSC,6/16/2013,Restored Hedgerows
Andrena_salicifloris,Rosaceae,Rubus_discolor,PSC,6/16/2013,Restored Hedgerows
Bombus_flavifrons,Rosaceae,Rubus_discolor,PSC,6/16/2013,Restored Hedgerows
Bombus_mixtus,Rosaceae,Rubus_discolor,PSC,6/16/2013,Restored Hedgerows
Bombus_flavifrons,Plantaginaceae,Digitalis_purpurea,LSCR,6/15/2013,Restored Hedgerows
Bombus_flavifrons,Plantaginaceae,Digitalis_purpurea,LSCR,6/15/2013,Restored Hedgerows
Bombus_melanopygus,Fabaceae,Trifolium_repens,LSCR,6/15/2013,Restored Hedgerows
Apis_mellifera,Fabaceae,Trifolium_repens,LSCR,6/15/2013,Restored Hedgerows
Apis_mellifera,Fabaceae,Trifolium_repens,LSCR,6/15/2013,Restored Hedgerows
Apis_mellifera,Fabaceae,Trifolium_repens,LSCR,6/15/2013,Restored Hedgerows
Lasioglossum_villosulum,Asteraceae,Hypochaeris_radicata,LSCR,6/15/2013,Restored Hedgerows
Lasioglossum_villosulum,Asteraceae,Hypochaeris_radicata,LSCR,6/15/2013,Restored Hedgerows
Lasioglossum_villosulum,Asteraceae,Hypochaeris_radicata,LSCR,6/15/2013,Restored Hedgerows
Lasioglossum_villosulum,Asteraceae,Hypochaeris_radicata,LSCR,6/15/2013,Restored Hedgerows
Lasioglossum_villosulum,Asteraceae,Hypochaeris_radicata,LSCR,6/15/2013,Restored Hedgerows
Tachina_sp_1,Asteraceae,Hypochaeris_radicata,LSCR,6/15/2013,Restored Hedgerows
Apis_mellifera,Fabaceae,Trifolium_pratens,LSCR,6/15/2013,Restored Hedgerows
Lasioglossum_villosulum,Asteraceae,Hypochaeris_radicata,LSCR,6/15/2013,Restored Hedgerows
Muscidae_sp,Asteraceae,Hypochaeris_radicata,LSCR,6/15/2013,Restored Hedgerows
Melanostoma_mellinum,Asteraceae,Hypochaeris_radicata,LSCR,6/15/2013,Restored Hedgerows
Eupeodes_latifasciatus,Asteraceae,Hypochaeris_radicata,LSCR,6/15/2013,Restored Hedgerows
Syrphus_opinator,Asteraceae,Hypochaeris_radicata,LSCR,6/15/2013,Restored Hedgerows
Bombus_flavifrons,Asteraceae,Hypochaeris_radicata,LSCR,6/15/2013,Restored Hedgerows
Lasioglossum_villosulum,Asteraceae,Hypochaeris_radicata,LSCR,6/15/2013,Restored Hedgerows
Lasioglossum_villosulum,Asteraceae,Hypochaeris_radicata,LSCR,6/15/2013,Restored Hedgerows
Lasioglossum_villosulum,Asteraceae,Hypochaeris_radicata,LSCR,6/15/2013,Restored Hedgerows
Lasioglossum_villosulum,Asteraceae,Hypochaeris_radicata,LSCR,6/15/2013,Restored Hedgerows
Lasioglossum_villosulum,Asteraceae,Hypochaeris_radicata,LSCR,6/15/2013,Restored Hedgerows
Lasioglossum_villosulum,Asteraceae,Hypochaeris_radicata,LSCR,6/15/2013,Restored Hedgerows
Lasioglossum_villosulum,Asteraceae,Hypochaeris_radicata,LSCR,6/15/2013,Restored Hedgerows
Lasioglossum_villosulum,Asteraceae,Hypochaeris_radicata,LSCR,6/15/2013,Restored Hedgerows
Lasioglossum_villosulum,Asteraceae,Hypochaeris_radicata,LSCR,6/15/2013,Restored Hedgerows
Bombus_flavifrons,Ericaceae,Gaultheria_shallon,LSCR,6/15/2013,Restored Hedgerows
Bombus_mixtus,Ericaceae,Gaultheria_shallon,LSCR,6/15/2013,Restored Hedgerows
Bombus_flavifrons,Plantaginaceae,Digitalis_purpurea,LSCR,6/15/2013,Restored Hedgerows
Bombus_mixtus,Fabaceae,Lupinus_arcticus,LSCR,6/15/2013,Restored Hedgerows
Bombus_mixtus,Fabaceae,Lupinus_arcticus,LSCR,6/15/2013,Restored Hedgerows
Bombus_mixtus,Fabaceae,Lupinus_arcticus,LSCR,6/15/2013,Restored Hedgerows
Bombus_mixtus,Fabaceae,Lupinus_arcticus,LSCR,6/15/2013,Restored Hedgerows
Bombus_mixtus,Fabaceae,Lupinus_arcticus,LSCR,6/15/2013,Restored Hedgerows
Bombus_mixtus,Fabaceae,Lupinus_arcticus,LSCR,6/15/2013,Restored Hedgerows
Bombus_mixtus,Fabaceae,Lupinus_arcticus,LSCR,6/15/2013,Restored Hedgerows
Bombus_flavifrons,Fabaceae,Lupinus_arcticus,LSCR,6/15/2013,Restored Hedgerows
Bombus_flavifrons,Fabaceae,Lupinus_arcticus,LSCR,6/15/2013,Restored Hedgerows
Sphaerophoria_novaeanglia,Caryophyllaceae,Stellaria_graminea,OM,6/16/2013,Restored Hedgerows
Helophilus_latifrons,Caryophyllaceae,Stellaria_graminea,OM,6/16/2013,Restored Hedgerows
Lasioglossum_pacificum,Caryophyllaceae,Stellaria_graminea,OM,6/16/2013,Restored Hedgerows
Halictus_rubicundus,Caryophyllaceae,Stellaria_graminea,OM,6/16/2013,Restored Hedgerows
Bombus_mixtus,Caryophyllaceae,Stellaria_graminea,OM,6/16/2013,Restored Hedgerows
Bombus_californicus,Fabaceae,Vicia_cracca,OM,6/16/2013,Restored Hedgerows
Agapostemon_texanus,Rosaceae,Rubus_discolor,OM,6/16/2013,Restored Hedgerows
Andrena_hemileuca,Rosaceae,Rubus_discolor,OM,6/16/2013,Restored Hedgerows
Halictus_rubicundus,Ranunculaceae,Ranunculus_repens,OM,6/16/2013,Restored Hedgerows
Bombus_flavifrons,Fabaceae,Trifolium_pratens,OM,6/16/2013,Restored Hedgerows
Lasioglossum_nevadense,Asteraceae,Leucanthemum_vulgare,LSCR,6/15/2013,Restored Hedgerows
Tachina_sp_1,Asteraceae,Leucanthemum_vulgare,LSCR,6/15/2013,Restored Hedgerows
Eristalis_dimidiatus,Asteraceae,Leucanthemum_vulgare,LSCR,6/15/2013,Restored Hedgerows
Halictus_confusus,Asteraceae,Hypochaeris_radicata,LSCR,6/15/2013,Restored Hedgerows
Lasioglossum_pacatum,Asteraceae,Hypochaeris_radicata,LSCR,6/15/2013,Restored Hedgerows
"Merodon
Merodon_equestris",Ranunculaceae,Ranunculus_repens,PSM,6/16/2013,Restored Hedgerows
Ceratina_acantha,Ranunculaceae,Ranunculus_repens,PSM,6/16/2013,Restored Hedgerows
Lasioglossum_macroprosopum,Asteraceae,Bellis_perennis,PSM,6/16/2013,Restored Hedgerows
"Merodon
Merodon_equestris",Ranunculaceae,Ranunculus_repens,OM,6/16/2013,Restored Hedgerows
Bombus_flavifrons,Fabaceae,Trifolium_repens,OM,6/16/2013,Restored Hedgerows
Lasioglossum_cressonii,Ranunculaceae,Ranunculus_repens,PSC,6/16/2013,Restored Hedgerows
Lasioglossum_laevissimum,Rosaceae,Rubus_discolor,PSC,6/16/2013,Restored Hedgerows
Lasioglossum_pacatum,Rosaceae,Rubus_discolor,PSC,6/16/2013,Restored Hedgerows
Apis_mellifera,Rosaceae,Rubus_discolor,PSC,6/16/2013,Restored Hedgerows
Bombus_mixtus,Rosaceae,Rubus_discolor,PSC,6/16/2013,Restored Hedgerows
Apis_mellifera,Rosaceae,Rubus_discolor,PSC,6/16/2013,Restored Hedgerows
Apis_mellifera,Rosaceae,Rubus_discolor,PSC,6/16/2013,Restored Hedgerows
Osmia_pusilla,Rosaceae,Rubus_discolor,PSC,6/16/2013,Restored Hedgerows
Coelioxys_porterae,Rosaceae,Rubus_discolor,PSC,6/16/2013,Restored Hedgerows
Lasioglossum_laevissimum,Rosaceae,Rubus_discolor,PSC,6/16/2013,Restored Hedgerows
Andrena_saccata,Rosaceae,Rubus_discolor,PSC,6/16/2013,Restored Hedgerows
Bombus_melanopygus,Rosaceae,Rubus_discolor,PSC,6/16/2013,Restored Hedgerows
Bombus_flavifrons,Rosaceae,Rubus_discolor,PSC,6/16/2013,Restored Hedgerows
Bombus_flavifrons,Rosaceae,Rubus_discolor,PSC,6/16/2013,Restored Hedgerows
Bombus_flavifrons,Rosaceae,Rubus_discolor,PSC,6/16/2013,Restored Hedgerows
Bombus_mixtus,Rosaceae,Rubus_discolor,PSC,6/16/2013,Restored Hedgerows
Bombus_melanopygus,Rosaceae,Rubus_discolor,PSC,6/16/2013,Restored Hedgerows
Bombus_vosnesenskii,Fabaceae,Lupinus_arcticus,OM,6/16/2013,Restored Hedgerows
Bombus_flavifrons,Caprifoliaceae,Symphoricarpos_albus,LSCR,6/15/2013,Restored Hedgerows
Eristalis_tenax,Asteraceae,Leucanthemum_vulgare,LSCR,6/15/2013,Restored Hedgerows
Lasioglossum_macroprosopum,Asteraceae,Leucanthemum_vulgare,LSCR,6/15/2013,Restored Hedgerows
Lasioglossum_villosulum,Asteraceae,Hypochaeris_radicata,LSCR,6/15/2013,Restored Hedgerows
Syrphus_opinator,Asteraceae,Hypochaeris_radicata,LSCR,6/15/2013,Restored Hedgerows
Lasioglossum_villosulum,Asteraceae,Hypochaeris_radicata,LSCR,6/15/2013,Restored Hedgerows
Lasioglossum_villosulum,Asteraceae,Hypochaeris_radicata,LSCR,6/15/2013,Restored Hedgerows
Eupeodes_latifasciatus,Asteraceae,Hypochaeris_radicata,LSCR,6/15/2013,Restored Hedgerows
Lasioglossum_villosulum,Asteraceae,Hypochaeris_radicata,LSCR,6/15/2013,Restored Hedgerows
Lasioglossum_villosulum,Asteraceae,Hypochaeris_radicata,LSCR,6/15/2013,Restored Hedgerows
Bombus_mixtus,Asteraceae,Hypochaeris_radicata,LSCR,6/15/2013,Restored Hedgerows
Lasioglossum_villosulum,Asteraceae,Hypochaeris_radicata,LSCR,6/15/2013,Restored Hedgerows
Lasioglossum_villosulum,Asteraceae,Hypochaeris_radicata,LSCR,6/15/2013,Restored Hedgerows
Lasioglossum_villosulum,Asteraceae,Hypochaeris_radicata,LSCR,6/15/2013,Restored Hedgerows
Lasioglossum_villosulum,Asteraceae,Hypochaeris_radicata,LSCR,6/15/2013,Restored Hedgerows
Lasioglossum_villosulum,Asteraceae,Hypochaeris_radicata,LSCR,6/15/2013,Restored Hedgerows
Lasioglossum_villosulum,Asteraceae,Hypochaeris_radicata,LSCR,6/15/2013,Restored Hedgerows
Lasioglossum_villosulum,Asteraceae,Hypochaeris_radicata,LSCR,6/15/2013,Restored Hedgerows
Lasioglossum_villosulum,Asteraceae,Hypochaeris_radicata,LSCR,6/15/2013,Restored Hedgerows
Bombus_flavifrons,Fabaceae,Lupinus_arcticus,LSCR,6/15/2013,Restored Hedgerows
Bombus_flavifrons,Fabaceae,Lupinus_arcticus,LSCR,6/15/2013,Restored Hedgerows
Bombus_flavifrons,Fabaceae,Lupinus_arcticus,LSCR,6/15/2013,Restored Hedgerows
Bombus_mixtus,Fabaceae,Lupinus_arcticus,LSCR,6/15/2013,Restored Hedgerows
Bombus_flavifrons,Fabaceae,Lupinus_arcticus,LSCR,6/15/2013,Restored Hedgerows
Bombus_mixtus,Fabaceae,Lupinus_arcticus,LSCR,6/15/2013,Restored Hedgerows
Bombus_mixtus,Fabaceae,Lupinus_arcticus,LSCR,6/15/2013,Restored Hedgerows
Bombus_flavifrons,Ericaceae,Gaultheria_shallon,LSCR,6/15/2013,Restored Hedgerows
Bombus_melanopygus,Ericaceae,Gaultheria_shallon,LSCR,6/15/2013,Restored Hedgerows
Bombus_flavifrons,Ericaceae,Gaultheria_shallon,LSCR,6/15/2013,Restored Hedgerows
Bombus_flavifrons,Ericaceae,Gaultheria_shallon,LSCR,6/15/2013,Restored Hedgerows
Bombus_flavifrons,Ericaceae,Gaultheria_shallon,LSCR,6/15/2013,Restored Hedgerows
