YEAR,SAMPLING_ROUND,DATE,SITE,SPECIES,NUM_FLORAL_UNITS
3,4,6.29.2023,memorial south,Achillea millefolium,15430
3,4,6.29.2023,memorial south,Leucanthemum vulgare,88
3,4,6.29.2023,memorial south,Delphinium consolida,188
3,4,6.29.2023,memorial south,Solidago canadensis,24
3,4,6.29.2023,memorial south,Papaver sp.,1
3,4,6.29.2023,memorial south,Mycelis muralis,3
3,4,6.29.2023,memorial south,Sysimbrium officinale,72
3,4,6.29.2023,memorial south,Galium aparine,15
3,4,6.29.2023,winona,Hypochaeris radicata,2
3,4,6.29.2023,winona,Bellis perennis,4
3,4,6.29.2023,winona,Trifolium repens,100
3,4,6.29.2023,winona,Cerastium glomeratum,12
3,4,6.29.2023,winona,Trifolium dubium,3
3,5,7.13.2023,oak meadows,Ranunculus repens,1
3,5,7.13.2023,oak meadows,Trifolium pratense,12
3,5,7.13.2023,oak meadows,Achillea millefolium,8234
3,5,7.13.2023,oak meadows,Hypochaeris radicata,148
3,5,7.13.2023,oak meadows,Trifolium repens,1
3,5,7.13.2023,kensington,Trifolium repens,32
3,5,7.13.2023,kensington,Hypochaeris radicata,1
3,5,7.13.2023,kensington,Prunella vulgaris,21
3,5,7.13.2023,killarney,Lupinus polyphyllus,7
3,5,7.13.2023,killarney,Hypochaeris radicata,24
3,5,7.13.2023,killarney,Rorippa palustris,787
3,5,7.13.2023,killarney,Achillea millefolium,5525
3,5,7.13.2023,killarney,Medicago sativa,65
3,5,7.13.2023,killarney,Coreopsis lanceolata,3
3,5,7.13.2023,killarney,Gaillardia pulchella,15
3,5,7.13.2023,killarney,Trifolium pratense,35
3,5,7.13.2023,killarney,Trifolium repens,2
3,5,7.13.2023,bobolink,Plantago lanceolata,19
3,5,7.13.2023,bobolink,Hypochaeris radicata,4
3,5,7.13.2023,bobolink,Trifolium pratense,1
3,5,7.13.2023,bobolink,Trifolium repens,13
3,5,7.13.2023,bobolink,Crepis capillaris,1
3,5,7.13.2023,moberly,Hypochaeris radicata,1
3,5,7.13.2023,moberly,Plantago lanceolata,6
3,5,7.13.2023,moberly,Trifolium repens,121
3,5,7.13.2023,moberly,Bellis perennis,1
3,5,7.13.2023,moberly,Capsella bursa-pastoris,22
3,5,7.13.2023,moberly,Achillea millefolium,26
3,5,7.13.2023,moberly,Trifolium dubium,4
3,5,7.13.2023,moberly,Erodium cicutarium,11
3,5,7.14.2023,quilchena,Trifolium pratense,2
3,5,7.14.2023,quilchena,Crepis capillaris,4
3,5,7.14.2023,quilchena,Trifolium repens,6
3,5,7.14.2023,quilchena,Hypochaeris radicata,9
3,5,7.14.2023,prince of wales,Trifolium pratense,32
3,5,7.14.2023,prince of wales,Achillea millefolium,5669
3,5,7.14.2023,prince of wales,Trifolium repens,1
3,5,7.14.2023,balaclava,Crepis capillaris,29
3,5,7.14.2023,balaclava,Trifolium repens,2
3,5,7.14.2023,balaclava,Plantago lanceolata,6
3,5,7.14.2023,balaclava,Hypochaeris radicata,7
3,5,7.14.2023,balaclava,Trifolium repens,7
3,5,7.14.2023,west memorial,Hypochaeris radicata,31
3,5,7.14.2023,west memorial,Trifolium repens,15
3,5,7.14.2023,locarno,NA,NA
3,5,7.21.2023,queen elizabeth,Hypochaeris radicata,96
3,5,7.21.2023,winona,Plantago lanceolata,2
3,5,7.21.2023,winona,Bellis perennis,3
3,5,7.21.2023,winona,Trifolium repens,84
3,5,7.21.2023,memorial south,Achillea millefolium,3765
3,5,7.21.2023,memorial south,Leucanthemum vulgare,3
3,5,7.21.2023,memorial south,Delphinium consolida,166
3,5,7.21.2023,memorial south,Convolvulus arvensis,1
3,5,7.21.2023,gordon,Hypochaeris radicata,6
3,5,7.21.2023,gordon,Crepis capillaris,15
3,5,7.21.2023,gordon,Plantago lanceolata,2
3,5,7.26.2023,china creek,Achillea millefolium,9501
3,5,7.26.2023,china creek,Lactuca serriola,24
3,5,7.26.2023,china creek,Sysimbrium officinale,78
3,5,7.26.2023,china creek,Echinacea purpurea,2
3,5,7.26.2023,china creek,Anaphalis margaritacea,42
3,5,7.26.2023,china creek,Eryngium sp.,2
3,5,7.26.2023,china creek,Plantago lanceolata,4
3,5,7.26.2023,china creek,Crepis capillaris,25
3,5,7.26.2023,china creek,Symphyotrichum douglasii,52
3,5,7.26.2023,china creek,Trifolium pratense,1
3,5,7.26.2023,china creek,Eschscholzia californica,6
3,5,7.26.2023,china creek,Salvia sp.,3
3,5,7.26.2023,rupert,Trifolium pratense,14
3,5,7.26.2023,rupert,Plantago lanceolata,1
3,5,7.26.2023,rupert,Trifolium repens,1
3,5,7.26.2023,rupert,Crepis capillaris,1
3,5,7.26.2023,slocan,Trifolium repens,73
3,5,7.26.2023,slocan,Trifolium pratense,1
3,5,7.26.2023,slocan,Crepis capillaris,1
3,6,7.27.2023,locarno,NA,NA
3,6,7.27.2023,west memorial,Hypochaeris radicata,2
3,6,7.27.2023,balaclava,Crepis capillaris,177
3,6,7.27.2023,balaclava,Hypochaeris radicata,8
3,6,7.27.2023,balaclava,Plantago lanceolata,8
3,6,7.27.2023,prince of wales,Trifolium pratense,2
3,6,7.27.2023,quilchena,Crepis capillaris,23
3,6,7.27.2023,prince of wales,Hypochaeris radicata,1
3,6,8.1.2023,queen elizabeth,Hypochaeris radicata,237
3,6,8.1.2023,oak meadows,Trifolium pratense,32
3,6,8.1.2023,oak meadows,Achillea millefolium,3030
3,6,8.1.2023,oak meadows,Hypochaeris radicata,14
3,6,8.1.2023,winona,Trifolium repens,48
3,6,8.1.2023,winona,Cerastium glomeratum,1
3,6,8.1.2023,moberly,Erodium cicutarium,16
3,6,8.1.2023,moberly,Capsella bursa-pastoris,63
3,6,8.1.2023,moberly,Plantago lanceolata,4
3,6,8.1.2023,moberly,Achillea millefolium,12
3,6,8.1.2023,moberly,Trifolium repens,36
3,6,8.1.2023,memorial south,Achillea millefolium,1642
3,6,8.1.2023,memorial south,Delphinium consolida,12
3,6,8.1.2023,memorial south,Symphyotrichum douglasii,32
3,6,8.1.2023,memorial south,Myosotis discolor,3
3,6,8.1.2023,memorial south,Trifolium dubium,1
3,6,8.1.2023,memorial south,Plectritis congesta,2
3,6,8.1.2023,memorial south,Cerastium arvense,3
3,6,8.1.2023,memorial south,Trifolium pratense,2
3,6,8.2.2023,china creek,Echinacea purpurea,5
3,6,8.2.2023,china creek,Sysimbrium officinale,58
3,6,8.2.2023,china creek,Achillea millefolium,6920
3,6,8.2.2023,china creek,Lactuca serriola,1
3,6,8.2.2023,china creek,Echinacea purpurea,3
3,6,8.2.2023,china creek,Anaphalis margaritacea,642
3,6,8.2.2023,china creek,Trifolium pratense,7
3,6,8.2.2023,china creek,Plantago lanceolata,22
3,6,8.2.2023,china creek,Lupinus polyphyllus,18
3,6,8.2.2023,china creek,Crepis capillaris,8
3,6,8.2.2023,china creek,Hypochaeris radicata,2
3,6,8.2.2023,china creek,Melilotus albus,24
3,6,8.2.2023,rupert,Trifolium pratense,27
3,6,8.2.2023,rupert,Plantago lanceolata,7
3,6,8.2.2023,rupert,Crepis capillaris,13
3,6,8.2.2023,rupert,Hypochaeris radicata,1
3,6,8.2.2023,falaise,Trifolium repens,1
3,6,8.2.2023,falaise,Trifolium pratense,4
3,6,8.2.2023,slocan,Trifolium repens,65
3,6,8.3.2023,kensington,Trifolium repens,16
3,6,8.3.2023,kensington,Hypochaeris radicata,3
3,6,8.3.2023,kensington,Prunella vulgaris,5
3,6,8.3.2023,killarney,Crepis capillaris,29
3,6,8.3.2023,killarney,Rorippa palustris,87
3,6,8.3.2023,killarney,Achillea millefolium,4705
3,6,8.3.2023,killarney,Taraxacum officinale,1
3,6,8.3.2023,killarney,Trifolium pratense,22
3,6,8.3.2023,killarney,Trifolium repens,6
3,6,8.3.2023,killarney,Gaillardia pulchella,3
3,6,8.3.2023,killarney,Coreopsis lanceolata,9
3,6,8.3.2023,bobolink,Hypochaeris radicata,2
3,6,8.3.2023,bobolink,Plantago lanceolata,1
3,6,8.3.2023,bobolink,Crepis capillaris,4
3,6,8.3.2023,gordon,Crepis capillaris,2
