sampling_round,site,date,clade,bee_id,sex,collected_specimen,collected_pollen,id_within_sitebydate,unique_specimen_id,overall_unique_can_assign_w_R,plant_netted_from_famly,plant_netted_from_genus,plant_netted_from_sci_name,notes_pollen_and_or_bee
6,killarney,7.29.2021,,Lasioglossum,f,y,y,40,JCU2021_648,1419,Plantaginaceae,Plantago,Plantago lanceolata,
6,killarney,7.29.2021,,Lasioglossum,f,y,y,41,JCU2021_649,1420,Plantaginaceae,Plantago,Plantago lanceolata,
6,killarney,7.29.2021,Syrphidae,Syritta pipiens,m,y,y,42,JCU2021_650,1421,Brassicaceae,Sisymbrium,Sisymbrium officinale,
6,killarney,7.29.2021,Syrphidae,Eristalis arbustorum,m,y,y,43,JCU2021_651,1422,Brassicaceae,Sisymbrium,Sisymbrium officinale,
6,killarney,7.29.2021,Syrphidae,Syritta pipiens,m,y,y,44,JCU2021_652,1423,Brassicaceae,Sisymbrium,Sisymbrium officinale,
6,killarney,7.29.2021,,Bombus impatiens,f,n,y,45,NA,1424,Fabaceae,Trifolium,Trifolium incarnatum,
6,killarney,7.29.2021,,Bombus vosnesenskii,f,n,y,46,NA,1425,Fabaceae,Trifolium,Trifolium incarnatum,
6,killarney,7.29.2021,,Bombus vosnesenskii,NA,n,n,NA,NA,1426,Brassicaceae,Rorippa,Rorippa palustris,"duplicate, not collected"
6,locarno,7.20.2021,,Apis mellifera,f,n,y,1,NA,1427,Asteraceae,Tanacetum,Tanacetum vulgare,
6,locarno,7.20.2021,,Hoplitis,f,y,y,2,JCU2021_653,1428,Asteraceae,Achillea,Achillea millefolium,
6,locarno,7.20.2021,,Apis mellifera,f,n,y,3,NA,1429,Scrophulariaceae,Buddleja,Buddleja davidii,
6,locarno,7.20.2021,,Bombus sp.,m,y,y,4,JCU2021_654,1430,Scrophulariaceae,Buddleja,Buddleja davidii,
6,locarno,7.20.2021,,Apis mellifera,f,n,y,5,NA,1431,Fabaceae,Trifolium,Trifolium repens,
6,locarno,7.20.2021,,Bombus vosnesenskii,m,n,y,6,NA,1432,Fabaceae,Trifolium,Trifolium repens,
6,locarno,7.20.2021,,Apis mellifera,f,n,y,7,NA,1433,Fabaceae,Trifolium,Trifolium repens,
6,locarno,7.20.2021,,Apis mellifera,f,n,y,8,NA,1434,Asteraceae,Hypochaeris,Hypochaeris radicata,
6,locarno,7.20.2021,,Apis mellifera,f,n,y,9,NA,1435,Asteraceae,Hypochaeris,Hypochaeris radicata,
6,locarno,7.20.2021,,Halictus rubicundus,f,n,y,10,NA,1436,Asteraceae,Hypochaeris,Hypochaeris radicata,
6,locarno,7.20.2021,,Halictus,m,y,y,11,JCU2021_655,1437,Asteraceae,Hypochaeris,Hypochaeris radicata,
6,moberly,7.23.2021,,Melissodes,m,y,y,1,JCU2021_656,1438,Asteraceae,Hypochaeris,Hypochaeris radicata,
6,moberly,7.23.2021,,Agapostemon,f,y,y,2,JCU2021_662,1439,Fabaceae,Trifolium,Trifolium repens,
6,moberly,7.23.2021,,Bombus vosnesenskii,f,n,y,3,NA,1440,Fabaceae,Trifolium,Trifolium repens,
6,moberly,7.23.2021,,Bombus impatiens,f,n,y,4,NA,1441,Fabaceae,Trifolium,Trifolium repens,
6,moberly,7.23.2021,,Bombus impatiens,f,n,y,5,NA,1442,Fabaceae,Trifolium,Trifolium repens,
6,moberly,7.23.2021,,Apis mellifera,f,n,y,6,NA,1443,Fabaceae,Trifolium,Trifolium repens,
6,moberly,7.23.2021,,Bombus vosnesenskii,f,n,y,7,NA,1444,Fabaceae,Trifolium,Trifolium repens,
6,moberly,7.23.2021,,Bombus impatiens,f,n,y,8,NA,1445,Fabaceae,Trifolium,Trifolium repens,
6,moberly,7.23.2021,,Bombus vosnesenskii,f,n,y,9,NA,1446,Fabaceae,Trifolium,Trifolium repens,
6,moberly,7.23.2021,,Apis mellifera,f,n,y,10,NA,1447,Fabaceae,Trifolium,Trifolium repens,
6,moberly,7.23.2021,,Bombus sp.,m,y,y,11,JCU2021_663,1448,Fabaceae,Trifolium,Trifolium repens,
6,moberly,7.23.2021,,Bombus sp.,m,y,y,12,JCU2021_664,1449,Caprifoliaceae,Symphoricarpos,Symphoricarpos albus,
6,moberly,7.23.2021,,Bombus sp.,m,y,y,13,JCU2021_665,1450,Caprifoliaceae,Symphoricarpos,Symphoricarpos albus,
6,moberly,7.23.2021,,Bombus impatiens,m,n,y,14,NA,1451,Caprifoliaceae,Symphoricarpos,Symphoricarpos albus,
6,moberly,7.23.2021,,Bombus vosnesenskii,f,n,y,15,NA,1452,Caprifoliaceae,Symphoricarpos,Symphoricarpos albus,
6,moberly,7.23.2021,,Bombus impatiens,f,n,y,16,NA,1453,Caprifoliaceae,Symphoricarpos,Symphoricarpos albus,
6,moberly,7.23.2021,,Apis mellifera,f,n,y,17,NA,1454,Caprifoliaceae,Symphoricarpos,Symphoricarpos albus,
6,moberly,7.23.2021,,Bombus impatiens,f,n,y,18,NA,1455,Caprifoliaceae,Symphoricarpos,Symphoricarpos albus,
6,moberly,7.23.2021,,Bombus vosnesenskii,f,n,y,19,NA,1456,Caprifoliaceae,Symphoricarpos,Symphoricarpos albus,
6,moberly,7.23.2021,,Bombus vosnesenskii,m,n,y,20,NA,1457,Caprifoliaceae,Symphoricarpos,Symphoricarpos albus,
6,moberly,7.23.2021,,Bombus sp.,f,y,y,21,JCU2021_666,1458,Caprifoliaceae,Symphoricarpos,Symphoricarpos albus,
6,moberly,7.23.2021,,Bombus sp.,m,y,y,22,JCU2021_667,1459,Caprifoliaceae,Symphoricarpos,Symphoricarpos albus,
6,oak meadows,7.23.2021,,Bombus impatiens,f,n,y,1,NA,1460,Asteraceae,Hypochaeris,Hypochaeris radicata,
6,oak meadows,7.23.2021,,Apis mellifera,f,y,y,2,JCU2021_668,1461,Asteraceae,Hypochaeris,Hypochaeris radicata,
6,oak meadows,7.23.2021,,Bombus vosnesenskii,f,n,y,3,NA,1462,Asteraceae,Hypochaeris,Hypochaeris radicata,
6,oak meadows,7.23.2021,,Apis mellifera,f,n,y,4,NA,1463,Asteraceae,Hypochaeris,Hypochaeris radicata,no pollen sample
6,oak meadows,7.23.2021,Syrphidae,Syritta pipiens,m,y,y,5,JCU2021_669,1464,Asteraceae,Hypochaeris,Hypochaeris radicata,no pollen sample
6,oak meadows,7.23.2021,,Apis mellifera,f,n,y,6,NA,1465,Asteraceae,Hypochaeris,Hypochaeris radicata,
6,oak meadows,7.23.2021,,Bombus vosnesenskii,m,n,y,7,NA,1466,Asteraceae,Hypochaeris,Hypochaeris radicata,
6,oak meadows,7.23.2021,,Melissodes,f,y,y,8,JCU2021_670,1467,Asteraceae,Hypochaeris,Hypochaeris radicata,
6,oak meadows,7.23.2021,,Bombus vosnesenskii,f,n,y,9,NA,1468,Fabaceae,Trifolium,Trifolium pratense,
6,oak meadows,7.23.2021,,Bombus sp.,m,y,y,10,JCU2021_671,1469,Fabaceae,Trifolium,Trifolium pratense,
6,oak meadows,7.23.2021,,Bombus vosnesenskii,f,n,y,11,NA,1470,Asteraceae,Crepis,Crepis capillaris,
6,oak meadows,7.23.2021,,Lasioglossum,f,y,y,12,JCU2021_672,1471,Asteraceae,Crepis,Crepis capillaris,
6,oak meadows,7.23.2021,,Bombus impatiens,f,n,y,13,NA,1472,Asteraceae,Achillea,Achillea millefolium,
6,prince of wales,7.20.2021,,Melissodes,f,y,y,1,JCU2021_673,1473,Asteraceae,Chamaemelum,Chamaemelum nobile,
6,prince of wales,7.20.2021,,Apis mellifera,f,n,y,2,NA,1474,Asteraceae,Hypochaeris,Hypochaeris radicata,
6,prince of wales,7.20.2021,,Bombus vosnesenskii,f,n,y,3,NA,1475,Asteraceae,Hypochaeris,Hypochaeris radicata,
6,prince of wales,7.20.2021,,Osmia,f,y,y,4,JCU2021_674,1476,Fabaceae,Trifolium,Trifolium repens,
6,prince of wales,7.20.2021,,Bombus vosnesenskii,f,n,y,5,NA,1477,Fabaceae,Trifolium,Trifolium repens,
6,prince of wales,7.20.2021,,Bombus vosnesenskii,f,n,y,6,NA,1478,Fabaceae,Trifolium,Trifolium pratense,
6,prince of wales,7.20.2021,,Bombus vosnesenskii,f,n,y,7,NA,1479,Fabaceae,Trifolium,Trifolium pratense,
6,prince of wales,7.20.2021,,MISSING???,,,,8,,1480,Fabaceae,Trifolium,Trifolium pratense,
6,prince of wales,7.20.2021,,Bombus sp.,f,y,y,9,JCU2021_675,1481,Fabaceae,Trifolium,Trifolium pratense,
6,prince of wales,7.20.2021,,Melissodes,m,y,y,10,JCU2021_676,1482,Asteraceae,Achillea,Achillea millefolium,
6,prince of wales,7.20.2021,,Megachile,m,y,y,11,JCU2021_677,1483,Asteraceae,Achillea,Achillea millefolium,
6,prince of wales,7.20.2021,,Bombus sp.,f,y,y,12,JCU2021_678,1484,Asteraceae,Achillea,Achillea millefolium,
6,prince of wales,7.20.2021,,Bombus vosnesenskii,f,n,y,13,NA,1485,Asteraceae,Achillea,Achillea millefolium,
6,prince of wales,7.20.2021,,Bombus impatiens,f,n,y,14,NA,1486,Asteraceae,Achillea,Achillea millefolium,
6,prince of wales,7.20.2021,,Unknown,NA,y,y,15,JCU2021_679,1487,Asteraceae,Achillea,Achillea millefolium,
6,prince of wales,7.20.2021,,Bombus vosnesenskii,f,n,y,16,NA,1488,Asteraceae,Achillea,Achillea millefolium,
6,prince of wales,7.20.2021,,Bombus vosnesenskii,f,n,y,17,NA,1489,Asteraceae,Achillea,Achillea millefolium,
6,prince of wales,7.20.2021,,Apis mellifera,f,n,y,18,NA,1490,Asteraceae,Achillea,Achillea millefolium,
6,prince of wales,7.20.2021,,Melissodes,f,y,y,19,JCU2021_680,1491,Asteraceae,Achillea,Achillea millefolium,
6,prince of wales,7.20.2021,Syrphidae,Eristalis arbustorum,m,y,y,20,JCU2021_681,1492,Asteraceae,Achillea,Achillea millefolium,
6,prince of wales,7.20.2021,,Bombus impatiens,f,n,y,21,NA,1493,Asteraceae,Achillea,Achillea millefolium,
6,prince of wales,7.20.2021,Syrphidae,Syritta pipiens,m,y,y,22,JCU2021_682,1494,Asteraceae,Achillea,Achillea millefolium,
6,prince of wales,7.20.2021,,Bombus vosnesenskii,NA,n,y,NA,NA,1495,Fabaceae,Trifolium,Trifolium pratense,molded jelly
6,queen elizabeth,7.23.2021,,Bombus impatiens,f,n,y,1,NA,1496,Asteraceae,Hypochaeris,Hypochaeris radicata,
6,queen elizabeth,7.23.2021,,Apis mellifera,f,n,y,2,NA,1497,Asteraceae,Hypochaeris,Hypochaeris radicata,
6,queen elizabeth,7.23.2021,,Bombus impatiens,f,n,y,3,NA,1498,Asteraceae,Hypochaeris,Hypochaeris radicata,
6,queen elizabeth,7.23.2021,,Apis mellifera,f,n,y,4,NA,1499,Asteraceae,Hypochaeris,Hypochaeris radicata,
6,queen elizabeth,7.23.2021,,Apis mellifera,f,n,y,5,NA,1500,Asteraceae,Hypochaeris,Hypochaeris radicata,
6,queen elizabeth,7.23.2021,,Bombus impatiens,f,n,y,6,NA,1501,Asteraceae,Hypochaeris,Hypochaeris radicata,
6,queen elizabeth,7.23.2021,,Bombus vosnesenskii,f,n,y,7,NA,1502,Asteraceae,Hypochaeris,Hypochaeris radicata,
6,queen elizabeth,7.23.2021,,Bombus vosnesenskii,f,n,y,8,NA,1503,Asteraceae,Hypochaeris,Hypochaeris radicata,
6,queen elizabeth,7.23.2021,Other: Diptera,unknown ,NA,y,y,9,JCU2021_686,1504,Asteraceae,Hypochaeris,Hypochaeris radicata,
6,queen elizabeth,7.23.2021,Syrphidae,Syrphus opinator,f,y,y,10,JCU2021_687,1505,Asteraceae,Hypochaeris,Hypochaeris radicata,
6,queen elizabeth,7.23.2021,,Lasioglossum,m,y,y,11,JCU2021_688,1506,Asteraceae,Hypochaeris,Hypochaeris radicata,
6,queen elizabeth,7.23.2021,,Apis mellifera,f,n,y,12,NA,1507,Asteraceae,Cirsium,Cirsium arvense,
6,queen elizabeth,7.23.2021,,Bombus impatiens,f,n,y,13,NA,1508,Asteraceae,Cirsium,Cirsium arvense,
6,queen elizabeth,7.23.2021,,Bombus impatiens,f,n,y,14,NA,1509,Asteraceae,Cirsium,Cirsium arvense,
6,queen elizabeth,7.23.2021,,Bombus vosnesenskii,f,n,y,15,NA,1510,Asteraceae,Cirsium,Cirsium arvense,
6,queen elizabeth,7.23.2021,,Bombus impatiens,f,n,y,16,NA,1511,Asteraceae,Cirsium,Cirsium arvense,
6,queen elizabeth,7.23.2021,Syrphidae,Eristalis arbustorum,m,y,y,17,JCU2021_689,1512,Asteraceae,Achillea,Achillea millefolium,
6,queen elizabeth,7.23.2021,,Lasioglossum,f,y,y,18,JCU2021_690,1513,Asteraceae,Achillea,Achillea millefolium,
6,queen elizabeth,7.23.2021,Syrphidae,Syritta pipiens,m,y,y,19,JCU2021_691,1514,Asteraceae,Achillea,Achillea millefolium,
6,quilchena,7.20.2021,,Apis mellifera,f,n,y,1,NA,1515,Asteraceae,Hypochaeris,Hypochaeris radicata,
6,quilchena,7.20.2021,,Apis mellifera,f,n,y,2,NA,1516,Asteraceae,Hypochaeris,Hypochaeris radicata,
6,quilchena,7.20.2021,,Apis mellifera,f,n,y,3,NA,1517,Asteraceae,Hypochaeris,Hypochaeris radicata,
6,quilchena,7.20.2021,,Bombus vosnesenskii,f,n,y,4,NA,1518,Asteraceae,Hypochaeris,Hypochaeris radicata,
6,quilchena,7.20.2021,,Bombus impatiens,f,n,y,5,NA,1519,Asteraceae,Hypochaeris,Hypochaeris radicata,
6,quilchena,7.20.2021,,Bombus impatiens,f,n,y,6,NA,1520,Asteraceae,Hypochaeris,Hypochaeris radicata,
6,quilchena,7.20.2021,,Bombus sp.,NA,y,y,7,JCU2021_684,1521,Asteraceae,Hypochaeris,Hypochaeris radicata,
6,quilchena,7.20.2021,,Lasioglossum,m,y,y,8,JCU2021_685,1522,Asteraceae,Hypochaeris,Hypochaeris radicata,
6,quilchena,7.20.2021,,Apis mellifera,f,n,y,9,NA,1523,Fabaceae,Trifolium,Trifolium repens,
6,quilchena,7.20.2021,,Apis mellifera,f,n,y,10,NA,1524,Fabaceae,Trifolium,Trifolium repens,
6,quilchena,7.20.2021,,Bombus vosnesenskii,f,n,y,11,NA,1525,Fabaceae,Trifolium,Trifolium repens,
6,quilchena,7.20.2021,,Bombus impatiens,f,n,y,12,NA,1526,Fabaceae,Trifolium,Trifolium repens,
6,quilchena,7.20.2021,,Apis mellifera,f,n,y,13,NA,1527,Fabaceae,Trifolium,Trifolium repens,
6,quilchena,7.20.2021,,Bombus vosnesenskii,f,n,y,14,NA,1528,Fabaceae,Trifolium,Trifolium repens,
6,quilchena,7.20.2021,,Bombus vosnesenskii,f,n,y,15,NA,1529,Fabaceae,Trifolium,Trifolium repens,
6,quilchena,7.20.2021,,Bombus vosnesenskii,f,n,y,16,NA,1530,Fabaceae,Trifolium,Trifolium pratense,
6,quilchena,7.20.2021,,Bombus vosnesenskii,f,n,y,17,NA,1531,Fabaceae,Trifolium,Trifolium pratense,
6,quilchena,7.20.2021,,Bombus vosnesenskii,f,n,y,18,NA,1532,Fabaceae,Trifolium,Trifolium pratense,
6,quilchena,7.20.2021,,Bombus vosnesenskii,f,n,y,19,NA,1533,Asteraceae,Crepis,Crepis capillaris,
6,quilchena,7.20.2021,,Bombus vosnesenskii,f,n,y,20,NA,1534,Asteraceae,Crepis,Crepis capillaris,
6,quilchena,7.20.2021,,Lasioglossum,f,y,y,21,JCU2021_683,1535,Asteraceae,Crepis,Crepis capillaris,
6,rupert,7.27.2021,,Apis mellifera,f,n,y,1,NA,1536,Asteraceae,Crepis,Crepis capillaris,
6,rupert,7.27.2021,,Bombus vosnesenskii,f,n,y,2,NA,1537,Fabaceae,Trifolium,Trifolium pratense,
6,rupert,7.27.2021,,Bombus vosnesenskii,f,n,y,3,NA,1538,Fabaceae,Trifolium,Trifolium pratense,
6,rupert,7.27.2021,,Bombus vosnesenskii,f,n,y,4,NA,1539,Fabaceae,Trifolium,Trifolium pratense,
6,rupert,7.27.2021,,Apis mellifera,f,n,y,5,NA,1540,Fabaceae,Trifolium,Trifolium repens,
6,rupert,7.27.2021,,Bombus vosnesenskii,f,n,y,6,NA,1541,Fabaceae,Trifolium,Trifolium repens,
6,rupert,7.27.2021,,Apis mellifera,f,n,y,7,NA,1542,Fabaceae,Trifolium,Trifolium repens,
6,rupert,7.27.2021,,Apis mellifera,f,n,y,8,NA,1543,Fabaceae,Trifolium,Trifolium repens,
6,rupert,7.27.2021,,Lasioglossum,f,y,y,9,JCU2021_692,1544,Fabaceae,Trifolium,Trifolium repens,
6,rupert,7.27.2021,Syrphidae,Sphaerophoria philanthus,m,y,y,10,JCU2021_693,1545,Fabaceae,Lotus,Lotus corniculatus,
6,rupert,7.27.2021,,Megachile,m,y,y,11,JCU2021_694,1546,Fabaceae,Lotus,Lotus corniculatus,
6,rupert,7.27.2021,,Anthidium,f,y,y,12,JCU2021_695,1547,Fabaceae,Lotus,Lotus corniculatus,
6,rupert,7.27.2021,,Anthidium,f,y,y,13,JCU2021_696,1548,Fabaceae,Lotus,Lotus corniculatus,
6,rupert,7.27.2021,,Anthidium,f,y,y,14,JCU2021_697,1549,Fabaceae,Lotus,Lotus corniculatus,
6,rupert,7.27.2021,,Anthidium,f,y,y,15,JCU2021_698,1550,Fabaceae,Lotus,Lotus corniculatus,
6,rupert,7.27.2021,,Bombus vosnesenskii,NA,n,n,NA,NA,1551,Fabaceae,Trifolium,Trifolium repens,"duplicate, not collected"
6,slocan,7.27.2021,,Apis mellifera,f,n,y,1,NA,1552,Fabaceae,Trifolium,Trifolium repens,
6,slocan,7.27.2021,,Apis mellifera,f,n,y,2,NA,1553,Fabaceae,Trifolium,Trifolium repens,
6,slocan,7.27.2021,,Apis mellifera,f,n,y,3,NA,1554,Fabaceae,Trifolium,Trifolium repens,
6,slocan,7.27.2021,,Bombus vosnesenskii,m,n,y,4,NA,1555,Fabaceae,Trifolium,Trifolium repens,
6,slocan,7.27.2021,,Bombus vosnesenskii,f,n,y,5,NA,1556,Fabaceae,Trifolium,Trifolium repens,
6,slocan,7.27.2021,,Bombus vosnesenskii,m,n,y,6,NA,1557,Fabaceae,Trifolium,Trifolium repens,
6,slocan,7.27.2021,,Bombus impatiens,f,n,y,7,NA,1558,Fabaceae,Trifolium,Trifolium repens,
6,slocan,7.27.2021,,Bombus impatiens,m,n,y,8,NA,1559,Fabaceae,Trifolium,Trifolium repens,
6,slocan,7.27.2021,,Bombus impatiens,f,n,y,9,NA,1560,Fabaceae,Trifolium,Trifolium repens,
6,slocan,7.27.2021,,Bombus vosnesenskii,NA,n,n,NA,NA,1561,Fabaceae,Trifolium,Trifolium repens,"duplicate, not collected"
6,south memorial,7.22.2021,,Apis mellifera,f,n,,1,,1562,Asteraceae,Achillea,Achillea millefolium,
6,south memorial,7.22.2021,Syrphidae,Syritta pipiens,m,y,,2,JCU2021_883,1563,Asteraceae,Achillea,Achillea millefolium,
6,south memorial,7.22.2021,Syrphidae,Syritta pipiens,m,y,,3,JCU2021_884,1564,Asteraceae,Achillea,Achillea millefolium,
6,south memorial,7.22.2021,,Bombus vosnesenskii,f,n,,4,,1565,Fabaceae,Melilotus,Melilotus albus,
6,south memorial,7.22.2021,,Megachile,f,y,,5,JCU2021_869,1566,Fabaceae,Melilotus,Melilotus albus,
6,south memorial,7.22.2021,,Bombus vosnesenskii,f,n,,6,,1567,Fabaceae,Melilotus,Melilotus albus,
6,south memorial,7.22.2021,,Megachile,f,y,,7,JCU2021_870,1568,Fabaceae,Melilotus,Melilotus albus,
6,south memorial,7.22.2021,,Megachile,f,y,,8,JCU2021_871,1569,Fabaceae,Melilotus,Melilotus albus,
6,south memorial,7.22.2021,,Bombus vosnesenskii,m,n,,9,,1570,Fabaceae,Trifolium,Trifolium pratense,
6,south memorial,7.22.2021,,Bombus vosnesenskii,m,n,,10,,1571,Fabaceae,Trifolium,Trifolium pratense,
6,south memorial,7.22.2021,Syrphidae,Myathropa florea,f,y,,11,JCU2021_866,1572,Apiaceae,Daucus,Daucus carota,
6,south memorial,7.22.2021,,Lasioglossum,f,y,,12,JCU2021_867,1573,Apiaceae,Daucus,Daucus carota,
6,south memorial,7.22.2021,Syrphidae,Syritta pipiens,m,y,,13,JCU2021_868,1574,Apiaceae,Daucus,Daucus carota,
6,south memorial,7.22.2021,,Bombus vosnesenskii,f,n,,14,,1575,Campanulaceae,Campanula,Campanula rapunculoides,
6,south memorial,7.22.2021,,Apis mellifera,f,n,,15,,1576,Brassicaceae,Diplotaxus,Diplotaxus tenuifolia,
6,south memorial,7.22.2021,Syrphidae,Eupeodes volucris,f,y,,16,JCU2021_846,1577,Brassicaceae,Diplotaxus,Diplotaxus tenuifolia,
6,south memorial,7.22.2021,Syrphidae,Syritta pipiens,m,y,,17,JCU2021_847,1578,Brassicaceae,Diplotaxus,Diplotaxus tenuifolia,
6,south memorial,7.22.2021,,MISSING???,,,,18,,1579,Brassicaceae,Diplotaxus,Diplotaxus tenuifolia,
6,south memorial,7.22.2021,Syrphidae,Syritta pipiens,m,y,,19,JCU2021_848,1580,Brassicaceae,Diplotaxus,Diplotaxus tenuifolia,
6,south memorial,7.22.2021,,Megachile,f,y,,20,JCU2021_849,1581,Brassicaceae,Diplotaxus,Diplotaxus tenuifolia,
6,south memorial,7.22.2021,,Agapostemon,m,y,,21,JCU2021_850,1582,Brassicaceae,Diplotaxus,Diplotaxus tenuifolia,
6,south memorial,7.22.2021,,Apis mellifera,f,n,,22,,1583,Brassicaceae,Diplotaxus,Diplotaxus tenuifolia,
6,south memorial,7.22.2021,Syrphidae,Eristalis arbustorum,m,y,,23,JCU2021_851,1584,Brassicaceae,Diplotaxus,Diplotaxus tenuifolia,
6,south memorial,7.22.2021,,Apis mellifera,f,n,,24,,1585,Brassicaceae,Diplotaxus,Diplotaxus tenuifolia,
6,south memorial,7.22.2021,Syrphidae,Eristalis arbustorum,m,y,,25,JCU2021_852,1586,Brassicaceae,Diplotaxus,Diplotaxus tenuifolia,
6,south memorial,7.22.2021,,Megachile,f,y,,26,JCU2021_823,1587,Fabaceae,Medicago,Medicago sativa,
6,south memorial,7.22.2021,,Megachile,f,y,,27,JCU2021_824,1588,Fabaceae,Medicago,Medicago sativa,
6,south memorial,7.22.2021,,Bombus vosnesenskii,f,n,,28,,1589,Papaveraceae,Eschscholzia,Eschscholzia californica,
6,south memorial,7.22.2021,,Bombus vosnesenskii,f,n,,29,,1590,Papaveraceae,Eschscholzia,Eschscholzia californica,
6,south memorial,7.22.2021,,Bombus vosnesenskii,f,n,,30,,1591,Papaveraceae,Eschscholzia,Eschscholzia californica,
6,south memorial,7.22.2021,,Megachile,f,y,,31,JCU2021_836,1592,Asteraceae,Centaurea,Centaurea cyanus,
6,south memorial,7.22.2021,,Lasioglossum,f,y,,32,JCU2021_816,1593,Asteraceae,Hypochaeris,Hypochaeris radicata,
6,south memorial,7.22.2021,Syrphidae,Myathropa florea,f,y,,33,JCU2021_817,1594,Asteraceae,Hypochaeris,Hypochaeris radicata,
6,south memorial,7.22.2021,Other: Diptera,unknown ,NA,y,,34,JCU2021_818,1595,Asteraceae,Hypochaeris,Hypochaeris radicata,
6,south memorial,7.22.2021,,Bombus nevadensis,f,y,,35,JCU2021_853,1596,Ranunculaceae,Delphinium,Delphinium consolida,
6,south memorial,7.22.2021,,Bombus flavifrons,f,n,,36,,1597,Ranunculaceae,Delphinium,Delphinium consolida,
6,south memorial,7.22.2021,,Apis mellifera,NA,n,n,NA,NA,1598,Brassicaceae,Diplotaxus,Diplotaxus tenuifolia,"duplicate, not collected"
6,west memorial,7.20.2021,,Apis mellifera,f,n,y,1,NA,1599,Fabaceae,Trifolium,Trifolium repens,
6,west memorial,7.20.2021,,Bombus vosnesenskii,f,n,y,2,NA,1600,Fabaceae,Trifolium,Trifolium repens,
6,west memorial,7.20.2021,,Bombus vosnesenskii,f,n,y,3,NA,1601,Fabaceae,Trifolium,Trifolium repens,
6,west memorial,7.20.2021,,Apis mellifera,f,n,y,4,NA,1602,Asteraceae,Hypochaeris,Hypochaeris radicata,
6,west memorial,7.20.2021,,Agapostemon,f,y,y,5,JCU2021_699,1603,Asteraceae,Hypochaeris,Hypochaeris radicata,
6,west memorial,7.20.2021,Syrphidae,Myathropa florea,f,y,y,6,JCU2021_700,1604,Asteraceae,Hypochaeris,Hypochaeris radicata,
6,west memorial,7.20.2021,Syrphidae,Syrphus opinator,m,y,y,7,JCU2021_701,1605,Asteraceae,Hypochaeris,Hypochaeris radicata,
6,west memorial,7.20.2021,,Bombus vosnesenskii,f,n,y,8,NA,1606,Asteraceae,Hypochaeris,Hypochaeris radicata,
6,west memorial,7.20.2021,,Bombus sp.,m,y,y,9,JCU2021_702,1607,Asteraceae,Hypochaeris,Hypochaeris radicata,
6,west memorial,7.20.2021,,Apis mellifera,f,n,y,10,NA,1608,Asteraceae,Hypochaeris,Hypochaeris radicata,
6,west memorial,7.20.2021,,Apis mellifera,f,n,y,11,NA,1609,Asteraceae,Hypochaeris,Hypochaeris radicata,
6,west memorial,7.20.2021,Syrphidae,Syrphus opinator,f,y,y,12,JCU2021_703,1610,Asteraceae,Hypochaeris,Hypochaeris radicata,
6,west memorial,7.20.2021,,Apis mellifera,NA,n,n,NA,NA,1611,Asteraceae,Hypochaeris,Hypochaeris radicata,"duplicate, not collected"
6,winona,7.23.2021,,Megachile,f,y,y,1,JCU2021_704,1612,Fabaceae,Trifolium,Trifolium repens,
6,winona,7.23.2021,,Bombus impatiens,f,n,y,2,NA,1613,Fabaceae,Trifolium,Trifolium repens,
6,winona,7.23.2021,,MISSING???,NA,n,y,3,NA,1614,Fabaceae,Trifolium,Trifolium repens,
6,winona,7.23.2021,,Apis mellifera,f,n,y,4,NA,1615,Fabaceae,Trifolium,Trifolium repens,
6,winona,7.23.2021,,Apis mellifera,f,n,y,5,NA,1616,Fabaceae,Trifolium,Trifolium repens,
6,winona,7.23.2021,,Bombus impatiens,f,n,y,6,NA,1617,Fabaceae,Trifolium,Trifolium repens,
6,winona,7.23.2021,,Bombus vosnesenskii,f,n,y,7,NA,1618,Fabaceae,Trifolium,Trifolium repens,
6,winona,7.23.2021,,Apis mellifera,f,n,y,8,NA,1619,Fabaceae,Trifolium,Trifolium repens,
6,winona,7.23.2021,,Bombus sp.,m,y,y,9,JCU2021_705,1620,Fabaceae,Trifolium,Trifolium repens,
6,winona,7.23.2021,,Bombus sp.,f,,,10,,1621,Fabaceae,Trifolium,Trifolium repens,no specimen?
6,winona,7.23.2021,,Bombus impatiens,m,n,y,11,NA,1622,Asteraceae,Hypochaeris,Hypochaeris radicata,
6,winona,7.23.2021,,Lasioglossum,f,y,y,12,JCU2021_706,1623,Lamiaceae,Oreganum,Oreganum vulgare,
6,winona,7.23.2021,,Lasioglossum,f,y,y,13,JCU2021_707,1624,Asteraceae,Crepis,Crepis capillaris,
6,winona,7.23.2021,,Bombus vosnesenskii,NA,n,n,NA,NA,1625,Fabaceae,Trifolium,Trifolium pratense,molded jelly
7,balaclava,8.9.2021,,Megachile,f,y,y,1,JCU2021_708,1626,Asteraceae,Crepis,Crepis capillaris,
7,balaclava,8.9.2021,,Bombus vosnesenskii,f,y,y,2,JCU2021_709,1627,Asteraceae,Crepis,Crepis capillaris,
7,balaclava,8.9.2021,,Apis mellifera,f,y,y,3,JCU2021_710,1628,Asteraceae,Crepis,Crepis capillaris,
7,balaclava,8.9.2021,,Bombus impatiens,f,y,y,4,JCU2021_711,1629,Asteraceae,Crepis,Crepis capillaris,
7,balaclava,8.9.2021,,Agapostemon,f,y,y,5,JCU2021_712,1630,Asteraceae,Crepis,Crepis capillaris,
